Lat,Long
-0.173056,34.428889
-0.175556,34.391667
-0.169444,34.398333
0.004722,34.568333
0.025556,34.635833
0.090278,34.723056
0.005278,34.745278
0.030278,34.783056
0.297222,34.579722
0.413333,34.536944
0.581944,34.804167
0.505556,34.7875
0.604722,34.324444
0.536111,34.233611
0.606111,34.235278
0.653611,34.301111
0.659722,34.290278
-0.0350093,34.1223567
0.06583,34.1683
0.532222,34.2311
0.0172998,34.2243209
