latitude,longitude
-0.6592096371774517,35.604999917481386
-0.6883428526189966,35.637167166973796
-0.6874920411215055,35.649251042845684
-0.6617429884149157,35.65787299333305
-0.6499168133131902,35.679028367150295
-0.663369016496459,35.62818427925624
-0.6295662425346109,35.60244671464364
-0.5962269966998592,35.59940179178616
-0.628392303634606,35.681181594728734
-0.6304670846650602,35.62779945760206
-0.6304670846650602,35.66111945760207
-0.5971470846650602,35.66111945760207
-0.5935746062338451,35.68828110014489
-0.5971470846650602,35.627799457602066
-0.563713399033014,35.69386242134219
-0.5638270846650602,35.66111945760207
-0.5638270846650602,35.62779945760206
-0.5305070846650604,35.69443945760206
-0.5499193110643928,35.71546866048821
-0.5277214991213605,35.7253624295856
-0.5559778791451933,35.57245625519621
-0.5636378192231529,35.594680560014645
-0.5305070846650604,35.59447945760206
-0.5155182537732456,35.5434822033463
-0.5284734984265925,35.564232294386414
-0.4971870846650604,35.56115945760206
-0.4929183462487118,35.53660382939938
-0.5305070846650604,35.66111945760207
-0.5305070846650604,35.62779945760206
-0.4971870846650604,35.66111945760207
-0.4971870846650603,35.59447945760206
-0.4971870846650603,35.69443945760206
-0.4971870846650603,35.627799457602066
-0.46386708466506027,35.59447945760206
-0.4638670846650603,35.66111945760207
-0.46386708466506027,35.69443945760206
-0.46386708466506027,35.62779945760206
-1.114221345764316,34.24392927625844
-1.0857499771823924,34.20200399827408
-1.2816101519625653,34.54240930104662
-1.2531388182034304,34.50048391337468
-1.2611367569011147,34.529881756388576
-1.23022708466506,34.52823945760206
-1.2302270799599893,34.494919462305766
-1.2261382946391026,34.46377929829851
-1.1969070846650605,34.494919457602066
-1.1969070846650605,34.46159945760207
-1.2184094840184911,34.4363451923694
-1.1836801522016658,34.37220649792064
-1.1966841133864812,34.42848638659651
-1.1908361858446568,34.39760746248656
-1.1635870846650602,34.428279457602066
-1.1969070846650602,34.52823945760207
-1.1635870846650602,34.49491945760206
-1.1635870846650602,34.52823945760206
-1.1635870846650602,34.46159945760206
-1.1302670846650604,34.52823945760207
-1.1302670846650602,34.494919457602066
-1.1302670846650602,34.46159945760207
-1.0969470846650602,34.49491945760206
-1.0969470846650602,34.46159945760206
-1.0636270846650602,34.46159945760207
-1.1627444652206234,34.36234877226484
-1.155606172000986,34.33169177438876
-1.1635870846650602,34.39495945760206
-1.1302670846650604,34.36163945760207
-1.1302670846650604,34.42827945760206
-1.1302670846650602,34.39495945760207
-1.1302670846650602,34.32831945760206
-1.0969470846650602,34.36163945760207
-1.0969470846650602,34.428279457602066
-1.0969470846650602,34.39495945760206
-1.383121502270019,34.724630144306275
-1.3510688203324412,34.67068674305717
-1.3585391519000174,34.69720335442346
-1.365066237968829,34.718270900113815
-1.3343363655675924,34.71460701804709
-1.329737482292234,34.661920554448066
-1.3301870846650603,34.694839457602065
-1.323263120922238,34.631124084158785
-1.3163394861475035,34.606548022051896
-1.29686708466506,34.628199457602065
-1.2956331320179686,34.59586412163799
-1.2880853377940147,34.56539355344076
-1.2635470846650603,34.59487945760207
-1.3116479226249678,34.711941069964034
-1.29686708466506,34.66151945760207
-1.2975231043330688,34.69356038475687
-1.2644965600488243,34.689740668404006
-1.2635470846650603,34.66151945760207
-1.2316699421664015,34.68588345972562
-1.2635470846650603,34.628199457602065
-1.2635470846650603,34.561559457602065
-1.23022708466506,34.561559457602065
-1.23022708466506,34.628199457602065
-1.23022708466506,34.59487945760207
-1.1969070846650605,34.561559457602065
-1.1969070846650602,34.59487945760207
-1.1969070846650605,34.628199457602065
-1.1652653506293886,34.62597472135777
-1.1635870846650602,34.561559457602065
-1.23022708466506,34.66151945760207
