latitude,longitude
-0.17971138702926956,37.74156252474618
-0.151534203436866,37.74667591554995
-0.14417413985869165,37.80948029241807
-0.13647385935847836,37.83227169808688
-0.203650446475812,37.626805386460745
-0.1827279431226327,37.614804588969314
-0.1751923552284197,37.547142519689984
-0.17623490994155344,37.58121728791678
-0.1517122090860041,37.613587787191804
-0.1517122090860041,37.546947787191804
-0.15171220908600416,37.513627787191794
-0.2069414227605133,37.649512505223626
-0.2040538837918374,37.67846528453214
-0.20226921467453912,37.709293879089785
-0.18503220908600418,37.6469077871918
-0.18503220908600415,37.6802277871918
-0.184899542278096,37.71342969321026
-0.1517122090860041,37.6802277871918
-0.15171220908600416,37.7135477871918
-0.15171220908600416,37.6469077871918
-0.11839220908600412,37.6802277871918
-0.15171220908600416,37.5802677871918
-0.11839220908600412,37.546947787191804
-0.11839220908600412,37.613587787191804
-0.11839220908600412,37.5802677871918
-0.0850722090860041,37.613587787191804
-0.08507220908600412,37.5802677871918
-0.0850722090860041,37.546947787191804
-0.051752209086004086,37.546947787191804
-0.051752209086004086,37.613587787191804
-0.051752209086004086,37.5802677871918
-0.14641950276259924,37.78026122021932
-0.11839220908600412,37.8135077871918
-0.11839220908600412,37.746867787191796
-0.11839220908600412,37.7801877871918
-0.0850722090860041,37.746867787191796
-0.08507220908600412,37.7801877871918
-0.0850722090860041,37.8135077871918
-0.051752209086004086,37.8135077871918
-0.051752209086004086,37.7801877871918
-0.018432209086004292,37.8135077871918
-0.11839220908600412,37.6469077871918
-0.11839220908600412,37.7135477871918
-0.0850722090860041,37.6802277871918
-0.08507220908600412,37.6469077871918
-0.08507220908600412,37.7135477871918
-0.051752209086004086,37.6469077871918
-0.051752209086004086,37.7135477871918
-0.051752209086004086,37.6802277871918
-0.051752209086004086,37.746867787191796
-0.018432209086004292,37.6469077871918
-0.018432209086004292,37.546947787191804
-0.018432209086004292,37.5802677871918
-0.018432209086004292,37.513627787191794
-0.018432209086004292,37.613587787191804
0.014887790913995724,37.546947787191804
0.014887790913995724,37.5802677871918
0.014887790913995724,37.613587787191804
