latitide,longitude,data
-0.1797113870292695,37.74156252474618,0.0
-0.1872633863075319,37.634433314325314,0.0
-0.1862893884185458,37.695778798960426,0.0
-0.1757459184321878,37.56523513164564,0.0
-0.1350522090860042,37.630247787191806,0.0
-0.1350522090860042,37.69688778719179,0.0
-0.1350522090860042,37.563607787191806,0.0
-0.0684122090860042,37.69688778719179,0.0
-0.0684122090860042,37.630247787191806,0.0
-0.0684122090860042,37.563607787191806,0.0
-0.1325082897331147,37.76208535657944,0.0
-0.1237604037415452,37.820936594819,0.0
-0.0684122090860042,37.763527787191805,0.0
-0.0684840098316351,37.826708032300935,0.0
-9.954545853927904e-05,37.82819820242457,0.0
0.0215273442493026,37.936103277499306,0.0
0.0259977978694025,38.18415909577472,0.0
0.0291394090695476,38.05266560231537,0.0
0.029211532507682,38.06996461471625,0.0
0.0669811113389379,38.16529016543718,0.0
0.0705637976207748,38.03513237984773,0.0
0.0703063662599831,38.09375850313578,0.0
0.0736914535841991,37.95723754160761,0.0
0.1315077909139959,38.0300877871918,0.0
-0.0017722090860041,37.69688778719179,0.0
-0.0017722090860041,37.630247787191806,0.0
-0.0017722090860041,37.563607787191806,0.0
0.0648677909139958,37.563607787191806,0.0
0.0648677909139958,37.630247787191806,0.0
0.0648677909139958,37.69688778719179,0.0
0.1315077909139959,37.69688778719179,0.0
0.1315077909139959,37.563607787191806,0.0
0.1315077909139959,37.630247787191806,0.0
0.1981477909139959,37.69688778719179,0.0
-0.0017722090860041,37.763527787191805,0.0
0.0127267372753065,37.89191142815801,0.0
0.0648677909139958,37.8301677871918,0.0
0.0648677909139958,37.763527787191805,0.0
0.0648677909139958,37.8968077871918,0.0
0.1315077909139959,37.9634477871918,0.0
0.1315077909139959,37.8968077871918,0.0
0.1315077909139959,37.763527787191805,0.0
0.1315077909139959,37.8301677871918,0.0
0.1981477909139959,37.8968077871918,0.0
0.1315077909139959,38.09672778719181,0.0
0.1315077909139959,38.1633677871918,0.0
0.1981477909139959,38.1633677871918,0.0
0.1981477909139959,37.9634477871918,0.0
0.1981477909139959,38.0300877871918,0.0
0.1981477909139959,38.09672778719181,0.0
0.2647877909139958,38.0300877871918,0.0
0.2647877909139958,38.0967277871918,0.0
0.2647877909139958,38.1633677871918,0.0
0.3314277909139958,37.9634477871918,0.0
0.1981477909139959,37.630247787191806,0.0
0.1981477909139959,37.563607787191806,0.0
0.1981477909139959,37.49696778719181,0.0
0.2647877909139958,37.6968877871918,0.0
0.2647877909139958,37.630247787191806,0.0
0.2647877909139958,37.563607787191806,0.0
0.2647877909139958,37.49696778719181,0.0
0.3314277909139958,37.49696778719181,0.0
0.3314277909139958,37.630247787191806,0.0
0.3314277909139958,37.69688778719179,0.0
0.1981477909139959,37.763527787191805,0.0
0.1981477909139959,37.8301677871918,0.0
0.2647877909139958,37.89680778719181,0.0
0.2647877909139958,37.9634477871918,0.0
0.2647877909139958,37.830167787191805,0.0
0.2647877909139958,37.763527787191805,0.0
0.3314277909139958,37.763527787191805,0.0
0.3314277909139958,37.8968077871918,0.0
0.3314277909139958,37.8301677871918,0.0
0.3980677909139958,37.763527787191805,0.0
0.3314277909139958,38.1633677871918,0.0
0.3314277909139958,38.0300877871918,0.0
0.3314277909139958,38.09672778719181,0.0
0.3980677909139958,38.09672778719181,0.0
0.3980677909139958,37.9634477871918,0.0
0.3980677909139958,38.0300877871918,0.0
0.3980677909139958,38.1633677871918,0.0
0.4647077909139958,38.0300877871918,0.0
0.4647077909139958,38.1633677871918,0.0
0.4647077909139958,38.09672778719181,0.0
-0.1731913917782418,37.50272832223792,0.0
-0.1697874427576667,37.453409028218736,0.0
-0.1303286128772392,37.36458412137694,0.0
-0.1344032283521908,37.43076526837144,0.0
-0.1350522090860042,37.49696778719181,0.0
-0.0684122090860042,37.4303277871918,0.0
-0.0684122090860042,37.49696778719181,0.0
-0.0684122090860042,37.36368778719179,0.0
-0.1232392708868391,37.30163886567245,0.0
-0.1088308868992471,37.252576458645215,0.0
-0.0503553097807199,37.17355253143364,0.0
-0.0661602245356871,37.23231525012967,0.0
-0.0684122090860042,37.2970477871918,0.0
-0.0017722090860041,37.2970477871918,0.0
-0.0017722090860041,37.4303277871918,0.0
-0.0017722090860041,37.36368778719179,0.0
-0.0017722090860041,37.49696778719181,0.0
0.0648677909139958,37.36368778719179,0.0
0.0648677909139958,37.4303277871918,0.0
0.0648677909139958,37.2970477871918,0.0
0.0648677909139958,37.49696778719181,0.0
0.1315077909139959,37.49696778719181,0.0
0.0351938658216607,37.11746142502748,0.0
0.0082639897994821,37.11560496045794,0.0
-0.0017722090860041,37.2304077871918,0.0
-0.0017468014746329,37.16379566621952,0.0
0.0596418406192712,37.2347125949743,0.0
0.0429773214663505,37.17026176343768,0.0
0.1284221552515154,37.302557100361895,0.0
0.102241925696501,37.25152522971198,0.0
0.1727829285439981,37.316566498119215,0.0
0.1315077909139959,37.4303277871918,0.0
0.1315077909139959,37.36368778719179,0.0
0.1981477909139959,37.4303277871918,0.0
0.194565211592637,37.36923677831256,0.0
0.2647877909139959,37.43032778719179,0.0
0.2545327807201192,37.38249662922032,0.0
0.3404642777775929,37.392574855436514,0.0
0.3314277909139957,37.4303277871918,0.0
0.3980677909139958,37.49696778719181,0.0
0.5565150279960444,37.032866212003455,0.0
0.5627536043801152,36.911982349260015,0.0
0.5598622334486475,36.96800796557088,0.0
0.3314277909139958,37.563607787191806,0.0
0.3980677909139958,37.69688778719179,0.0
0.3980677909139958,37.630247787191806,0.0
0.3980677909139958,37.563607787191806,0.0
0.4647077909139958,37.630247787191806,0.0
0.4647077909139958,37.563607787191806,0.0
0.4647077909139958,37.69688778719179,0.0
0.5313477909139959,37.630247787191806,0.0
0.5313477909139959,37.563607787191806,0.0
0.5313477909139959,37.69688778719179,0.0
0.3980677909139958,37.8968077871918,0.0
0.3980677909139958,37.8301677871918,0.0
0.4647077909139958,37.9634477871918,0.0
0.4647077909139958,37.763527787191805,0.0
0.4647077909139958,37.8301677871918,0.0
0.4647077909139958,37.8968077871918,0.0
0.5313477909139959,37.763527787191805,0.0
0.5313477909139959,37.8301677871918,0.0
0.5313477909139959,37.8968077871918,0.0
0.5979877909139958,37.763527787191805,0.0
0.5313477909139959,38.0300877871918,0.0
0.5313477909139959,38.1633677871918,0.0
0.5313477909139959,38.09672778719181,0.0
