latitide,longitude,data
-0.1797113870292695,37.74156252474618,2.0
-0.151534203436866,37.74667591554995,2.0
-0.1441741398586916,37.80948029241807,1.0
-0.1364738593584783,37.83227169808688,2.0
-0.203650446475812,37.626805386460745,1.0
-0.1827279431226327,37.614804588969314,1.0
-0.1751923552284197,37.547142519689984,1.0
-0.1762349099415534,37.58121728791678,1.0
-0.1517122090860041,37.61358778719181,1.0
-0.1517122090860041,37.546947787191804,1.0
-0.1517122090860041,37.513627787191794,1.0
-0.2069414227605133,37.649512505223626,1.0
-0.2040538837918374,37.67846528453214,2.0
-0.2022692146745391,37.709293879089785,2.0
-0.1850322090860041,37.6469077871918,1.0
-0.1850322090860041,37.6802277871918,2.0
-0.184899542278096,37.71342969321026,2.0
-0.1517122090860041,37.6802277871918,2.0
-0.1517122090860041,37.7135477871918,2.0
-0.1517122090860041,37.6469077871918,1.0
-0.1183922090860041,37.6802277871918,2.0
-0.1517122090860041,37.5802677871918,1.0
-0.1183922090860041,37.546947787191804,1.0
-0.1183922090860041,37.61358778719181,1.0
-0.1183922090860041,37.5802677871918,1.0
-0.0850722090860041,37.61358778719181,1.0
-0.0850722090860041,37.5802677871918,1.0
-0.0850722090860041,37.546947787191804,1.0
-0.051752209086004,37.546947787191804,1.0
-0.051752209086004,37.61358778719181,1.0
-0.051752209086004,37.5802677871918,1.0
-0.1464195027625992,37.78026122021932,1.0
-0.1183922090860041,37.8135077871918,1.0
-0.1183922090860041,37.7468677871918,2.0
-0.1183922090860041,37.7801877871918,1.0
-0.0850722090860041,37.7468677871918,2.0
-0.0850722090860041,37.7801877871918,1.0
-0.0850722090860041,37.8135077871918,1.0
-0.051752209086004,37.8135077871918,1.0
-0.051752209086004,37.7801877871918,1.0
-0.0184322090860042,37.8135077871918,1.0
-0.1183922090860041,37.6469077871918,1.0
-0.1183922090860041,37.7135477871918,2.0
-0.0850722090860041,37.6802277871918,2.0
-0.0850722090860041,37.6469077871918,1.0
-0.0850722090860041,37.7135477871918,2.0
-0.051752209086004,37.6469077871918,1.0
-0.051752209086004,37.7135477871918,2.0
-0.051752209086004,37.6802277871918,2.0
-0.051752209086004,37.7468677871918,2.0
-0.0184322090860042,37.6469077871918,1.0
-0.0184322090860042,37.546947787191804,1.0
-0.0184322090860042,37.5802677871918,1.0
-0.0184322090860042,37.513627787191794,1.0
-0.0184322090860042,37.61358778719181,1.0
0.0148877909139957,37.546947787191804,1.0
0.0148877909139957,37.5802677871918,1.0
